sleeper_id,sleeper_name,yahoo_id,yahoo_name,espn_id,espn_name,cbs_id,cbs_name,hashtag_id,hashtag_name,fantrax_id,fantrax_name,nba_id
2306,Jonathan Kuminga,6549,Jonathan Kuminga,4433247,Jonathan Kuminga,26602407,Jonathan Kuminga,31036,Jonathan Kuminga,'05uih,Jonathan Kuminga,1630228
2586,Cason Wallace,10107,Cason Wallace,4683692,Cason Wallace,28953818,Cason Wallace,109469,Cason Wallace,'06cac,Cason Wallace,1641717
1175,Mason Plumlee,5192,Mason Plumlee,2488653,Mason Plumlee,2067698,Mason Plumlee,9442,Mason Plumlee,'031m9,Mason Plumlee,203486
2572,Jalen Hood-Schifino,10109,Jalen Hood-Schifino,5105797,Jalen Hood-Schifino,28954250,Jalen Hood-Schifino,111213,Jalen Hood-Schifino,'06cce,Jalen Hood-Schifino,1641720
2105,Bol Bol,6232,Bol Bol,4397102,Bol Bol,3041262,Bol Bol,17229,Bol Bol,'051po,Bol Bol,1629626
2135,Jaden McDaniels,6420,Jaden McDaniels,4431671,Jaden McDaniels,3142190,Jaden McDaniels,27700,Jaden McDaniels,'05qu0,Jaden McDaniels,1630183
2028,Caleb Martin,6275,Caleb Martin,3138160,Caleb Martin,2152691,Caleb Martin,17312,Caleb Martin,'055qo,Caleb Martin,1628997
1548,Kyle Anderson,5341,Kyle Anderson,2993874,Kyle Anderson,2135515,Kyle Anderson,9475,Kyle Anderson,'03aq3,Kyle Anderson,203937
2448,AJ Griffin,6706,AJ Griffin,4432585,AJ Griffin,26775890,AJ Griffin,38836,AJ Griffin,'0621f,AJ Griffin,
2303,Bones Hyland,6568,Bones Hyland,4592492,Bones Hyland,3142298,Bones Hyland,31055,Bones Hyland,'05uj0,Bones Hyland,1630538
2255,Ayo Dosunmu,6580,Ayo Dosunmu,4397002,Ayo Dosunmu,3042559,Ayo Dosunmu,31067,Ayo Dosunmu,'05ujc,Ayo Dosunmu,1630245
2258,Quentin Grimes,6567,Quentin Grimes,4397014,Quentin Grimes,3042107,Quentin Grimes,31054,Quentin Grimes,'05uiz,Quentin Grimes,1629656
1972,De'Anthony Melton,6057,De'Anthony Melton,4066436,De'Anthony Melton,2268604,De'Anthony Melton,15316,De'Anthony Melton,'04qsm,DeAnthony Melton,1629001
2118,Patrick Williams,6396,Patrick Williams,4431687,Patrick Williams,3141865,Patrick Williams,27627,Patrick Williams,'05qsl,Patrick Williams,1630172
2036,Naz Reid,6253,Naz Reid,4396971,Naz Reid,3148879,Naz Reid,17285,Naz Reid,'0527h,Naz Reid,1629675
2020,Rui Hachimura,6171,Rui Hachimura,4066648,Rui Hachimura,2268082,Rui Hachimura,17195,Rui Hachimura,'051op,Rui Hachimura,1629060
1871,Bogdan Bogdanović,5338,Bogdan Bogdanovic,3037789,Bogdan Bogdanovic,2135518,Bogdan Bogdanovic,13726,Bogdan Bogdanovic,'03e6u,Bogdan Bogdanovic,203992
1964,Donte DiVincenzo,6028,Donte DiVincenzo,3934673,Donte DiVincenzo,2203519,Donte DiVincenzo,15214,Donte DiVincenzo,'04qru,Donte DiVincenzo,1628978
1257,Al Horford,4245,Al Horford,3213,Al Horford,1231877,Al Horford,9082,Al Horford,'000zv,Al Horford,201143
2278,Cam Thomas,6569,Cam Thomas,4432174,Cam Thomas,3177857,Cam Thomas,31056,Cam Thomas,'05uj1,Cameron Thomas,1630560
1598,Kevon Looney,5490,Kevon Looney,3155535,Kevon Looney,2152976,Kevon Looney,9227,Kevon Looney,'03ad7,Kevon Looney,1626172
1797,Thomas Bryant,5855,Thomas Bryant,3934723,Thomas Bryant,2202681,Thomas Bryant,13856,Thomas Bryant,'04ex5,Thomas Bryant,1628418
1029,Tim Hardaway Jr.,5194,Tim Hardaway Jr.,2528210,Tim Hardaway Jr.,2067672,Tim Hardaway Jr.,9087,Tim Hardaway Jr.,'031mb,Tim Hardaway,203501
1999,Max Strus,6267,Max Strus,4065778,Max Strus,2268003,Max Strus,17276,Max Strus,'0558t,Max Strus,1629622
2576,Jordan Hawkins,10098,Jordan Hawkins,4683750,Jordan Hawkins,26778146,Jordan Hawkins,111210,Jordan Hawkins,'06ca9,Jordan Hawkins,1641722
2041,Brandon Clarke,6209,Brandon Clarke,3906665,Brandon Clarke,2203220,Brandon Clarke,17251,Brandon Clarke,'051p1,Brandon Clarke,1629634
2182,Killian Hayes,6399,Killian Hayes,4683024,Killian Hayes,3152126,Killian Hayes,27587,Killian Hayes,'05qt9,Killian Hayes,
2449,Dyson Daniels,6698,Dyson Daniels,4869342,Dyson Daniels,26819234,Dyson Daniels,39833,Dyson Daniels,'06217,Dyson Daniels,1630700
2193,Jae'Sean Tate,6463,Jae'Sean Tate,3136777,Jae'Sean Tate,2152731,Jae'Sean Tate,27596,Jae'Sean Tate,'05qve,JaeSean Tate,1630256
2591,Jett Howard,10106,Jett Howard,5105806,Jett Howard,28955540,Jett Howard,111208,Jett Howard,'06cc6,Jett Howard,1641724
1986,Marvin Bagley III,5959,Marvin Bagley III,4277848,Marvin Bagley III,2938012,Marvin Bagley III,15199,Marvin Bagley III,'049ki,Marvin Bagley,1628963
1959,Grayson Allen,6032,Grayson Allen,3135045,Grayson Allen,2152375,Grayson Allen,15218,Grayson Allen,'04qry,Grayson Allen,1628960
1728,Dorian Finney-Smith,5693,Dorian Finney-Smith,2578185,Dorian Finney-Smith,2248003,Dorian Finney-Smith,10117,Dorian Finney-Smith,'043ib,Dorian Finney-Smith,1627827
2632,Oscar Tshiebwe,10127,Oscar Tshiebwe,4432827,Oscar Tshiebwe,3142311,Oscar Tshiebwe,120108,Oscar Tshiebwe,'06cef,Oscar Tshiebwe,1631131
2637,Drew Timme,10141,Drew Timme,4431695,Drew Timme,3141671,Drew Timme,120206,Drew Timme,'06cf3,Drew Timme,1631166
2638,Vasilije Micić,5363,Vasilije Micic,3102532,Vasilije Micic,2135550,Vasilije Micic,,,'03e7f,Vasilije Micic,203995
1282,Kelly Olynyk,5164,Kelly Olynyk,2489663,Kelly Olynyk,2067695,Kelly Olynyk,9100,Kelly Olynyk,'031m0,Kelly Olynyk,203482
2612,Chris Livingston,10088,Chris Livingston,4433622,Chris Livingston,28955966,Chris Livingston,111254,Chris Livingston,'06cde,Chris Livingston,1641753
2260,Isaiah Jackson,6564,Isaiah Jackson,4432170,Isaiah Jackson,3177551,Isaiah Jackson,31051,Isaiah Jackson,'05uiw,Isaiah Jackson,1630543
2434,Ochai Agbaji,6704,Ochai Agbaji,4397018,Ochai Agbaji,3042389,Ochai Agbaji,38571,Ochai Agbaji,'0621d,Ochai Agbaji,1630534
1866,Zach Collins,5823,Zach Collins,4066650,Zach Collins,2268081,Zach Collins,13784,Zach Collins,'04ewc,Zach Collins,1628380
2564,Brandin Podziemski,10115,Brandin Podziemski,4709138,Brandin Podziemski,26778377,Brandin Podziemski,111215,Brandin Podziemski,'06cc7,Brandin Podziemski,1641764
2608,Jordan Walsh,10075,Jordan Walsh,4683689,Jordan Walsh,28952531,Jordan Walsh,111234,Jordan Walsh,'06cd1,Jordan Walsh,1641775
1141,Kentavious Caldwell-Pope,5159,Kentavious Caldwell-Pope,2581018,Kentavious Caldwell-Pope,2067660,Kentavious Caldwell-Pope,9203,Kentavious Caldwell-Pope,'031lv,Kentavious Caldwell-Pope,203484
2266,Corey Kispert,6557,Corey Kispert,4280151,Corey Kispert,2892404,Corey Kispert,31044,Corey Kispert,'05uip,Corey Kispert,1630557
2061,Grant Williams,6210,Grant Williams,4066218,Grant Williams,2268528,Grant Williams,17270,Grant Williams,'051p2,Grant Williams,1629684
2485,Jaden Hardy,6727,Jaden Hardy,4868423,Jaden Hardy,26819214,Jaden Hardy,39838,Jaden Hardy,'06220,Jaden Hardy,1630702
1873,Monté Morris,5864,Monte Morris,3059310,Monte Morris,2844697,Monte Morris,13791,Monte Morris,'04exe,Monte Morris,1628420
2571,Noah Clowney,10121,Noah Clowney,4712896,Noah Clowney,28954298,Noah Clowney,111217,Noah Clowney,'06ccd,Noah Clowney,1641730
1879,Jonathan Isaac,5768,Jonathan Isaac,4065654,Jonathan Isaac,2844715,Jonathan Isaac,13733,Jonathan Isaac,'04ewb,Jonathan Isaac,1628371
1131,Andre Drummond,5015,Andre Drummond,6585,Andre Drummond,1992788,Andre Drummond,9202,Andre Drummond,'02nf9,Andre Drummond,203083
1001,Tornike Shengelia,,,,,,,,,'02ngi,Tornike Shengelia,
1330,Blake Griffin,4561,Blake Griffin,3989,Blake Griffin,1685213,Blake Griffin,,,,,
2479,Gabriele Procida,,,4871139,Gabriele Procida,,,,,'0621z,Gabriele Procida,
2629,Caleb Daniels,10131,Caleb Daniels,,,,,,,'06cen,Caleb Daniels,
2410,Sasha Vezenkov,5870,Aleksandar Vezenkov,3893014,Sasha Vezenkov,,,38423,Aleksandar Vezenkov,'04exk,Aleksandar Vezenkov,
2636,Markquis Nowell,10133,Markquis Nowell,,,,,,,'06cer,Markquis Nowell,
2634,Sir'Jabari Rice,10130,Sir'Jabari Rice,,,,,,,'06cem,SirJabari Rice,
2626,Adama Sanogo,10126,Adama Sanogo,4702023,Adama Sanogo,,,,,'06cek,Adama Sanogo,
1002,Marquis Teague,,,,,,,,,'02nft,Marquis Teague,
2151,Udoka Azubuike,6419,Udoka Azubuike,4066299,Udoka Azubuike,,,27709,Udoka Azubuike,'05qu5,Udoka Azubuike,
1503,Justin Holiday,5142,Justin Holiday,2284101,Justin Holiday,1334008,Justin Holiday,9155,Justin Holiday,'02x1k,Justin Holiday,
2627,Jacob Toppin,10129,Jacob Toppin,4592461,Jacob Toppin,3142425,Jacob Toppin,120105,Jacob Toppin,'06cep,Jacob Toppin,1631210
2623,Mojave King,10049,Mojave King,5091677,Mojave King,29118184,Mojave King,,,'06ces,Mojave King,
2621,Leonard Miller,10050,Leonard Miller,5044385,Leonard Miller,28861391,Leonard Miller,111229,Leonard Miller,'06cei,Leonard Miller,1631159
2633,Azuolas Tubelis,10136,Azuolas Tubelis,,,,,,,'06ceu,Azuolas Tubelis,
1019,Jarvis Varnado,,,,,,,,,,,
2630,Omari Moore,10132,Omari Moore,,,,,,,'06cej,Omari Moore,
2625,Mike Miles,10124,Mike Miles Jr.,,,,,,,'06ceh,Mike Miles,
2631,Jaylen Martin,10134,Jaylen Martin,,,,,120104,Jaylen Martin,'06ceo,Jaylen Martin,1641798
2622,Sidy Cissoko,10051,Sidy Cissoko,5081727,Sidy Cissoko,29098284,Sidy Cissoko,,,'06cel,Sidy Cissoko,1631321
1258,Mike Scott,,,,,,,,,'059xh,Mike Scott,
2619,Jalen Pickett,10074,Jalen Pickett,4398390,Jalen Pickett,3041615,Jalen Pickett,111228,Jalen Pickett,'06ccy,Jalen Pickett,1629618
2616,Colby Jones,10087,Colby Jones,4433378,Colby Jones,3178494,Colby Jones,111230,Colby Jones,'06cdj,Colby Jones,1641732
2635,Terquavion Smith,10135,Terquavion Smith,,,,,,,'06cet,Terquavion Smith,
2120,Isaac Okoro,6397,Isaac Okoro,4432822,Isaac Okoro,3147993,Isaac Okoro,27637,Isaac Okoro,'05qsk,Isaac Okoro,1630171
2611,Andre Jackson Jr.,10082,Andre Jackson Jr.,4432190,Andre Jackson Jr.,3178207,Andre Jackson Jr.,111232,Andre Jackson Jr.,'06cdd,Andre Jackson,1641748
1643,Justise Winslow,5470,Justise Winslow,3135047,Justise Winslow,2152379,Justise Winslow,,,'03nwi,Justise Winslow,
2614,Keyontae Johnson,10071,Keyontae Johnson,4395714,Keyontae Johnson,3041881,Keyontae Johnson,,,'06cd7,Keyontae Johnson,
2639,Malcolm Cazalon,10144,Malcolm Cazalon,,,,,,,'06cnb,Malcolm Cazalon,
1192,Luc Mbah a Moute,,,,,,,,,,,
2480,Nikola Jović,6717,Nikola Jovic,4997528,Nikola Jovic,26819236,Nikola Jovic,39836,Nikola Jovic,'0621q,Nikola Jovic,1631107
1536,Jabari Brown,,,2580784,Jabari Brown,,,,,'03kqr,Jabari Brown,
2482,Ousmane Dieng,6701,Ousmane Dieng,4997526,Ousmane Dieng,26819239,Ousmane Dieng,39834,Ousmane Dieng,'0621a,Ousmane Dieng,1631172
2172,Ömer Yurtseven,6511,Omer Yurtseven,3074213,Omer Yurtseven,2268324,Omer Yurtseven,,,'05qu8,Omer Yurtseven,
2156,Jalen Smith,6402,Jalen Smith,4397189,Jalen Smith,3041310,Jalen Smith,27683,Jalen Smith,'05qty,Jalen Smith,1630188
1317,Rudy Gay,4136,Rudy Gay,3005,Rudy Gay,,,,,,,
2461,Andrew Nembhard,6721,Andrew Nembhard,4395712,Andrew Nembhard,3041935,Andrew Nembhard,38614,Andrew Nembhard,'0621u,Andrew Nembhard,1629614
2599,Amari Bailey,10076,Amari Bailey,5105638,Amari Bailey,28952282,Amari Bailey,,,'06cdb,Amari Bailey,
1500,Joe Harris,5344,Joe Harris,2528794,Joe Harris,2135535,Joe Harris,9540,Joe Harris,'03e6z,Joe Harris,
2142,Payton Pritchard,6418,Payton Pritchard,4066354,Payton Pritchard,2268374,Payton Pritchard,27718,Payton Pritchard,'05qt1,Payton Pritchard,1630202
2284,Jalen Johnson,6562,Jalen Johnson,4701230,Jalen Johnson,3178366,Jalen Johnson,31049,Jalen Johnson,'05uiu,Jalen Johnson,1630552
2494,Julian Champagnie,6754,Julian Champagnie,4592479,Julian Champagnie,3141486,Julian Champagnie,53823,Julian Champagnie,'062dn,Julian Champagnie,1630577
2299,Aaron Wiggins,6597,Aaron Wiggins,4397183,Aaron Wiggins,3042491,Aaron Wiggins,31084,Aaron Wiggins,'05ujt,Aaron Wiggins,1630598
2457,Christian Braun,6711,Christian Braun,4431767,Christian Braun,3142467,Christian Braun,38570,Christian Braun,'0621k,Christian Braun,1631128
1123,Kevin Séraphin,,,,,,,,,,,
1112,Hollis Thompson,,,6634,Hollis Thompson,,,,,,,
1449,Nicolas Batum,4487,Nicolas Batum,3416,Nicolas Batum,1622493,Nicolas Batum,9133,Nicolas Batum,'005l0,Nicolas Batum,201587
1998,Coby White,6169,Coby White,4395651,Coby White,3041443,Coby White,17193,Coby White,'051on,Coby White,1629632
2043,Talen Horton-Tucker,6234,Talen Horton-Tucker,4396991,Talen Horton-Tucker,3042589,Talen Horton-Tucker,17217,Talen Horton-Tucker,'051pq,Talen Horton-Tucker,1629659
2411,Lester Quinones,6750,Lester Quinones,4431720,Lester Quinones,3141524,Lester Quinones,40857,Lester Quinones,'0623c,Lester Quinones,1631311
2084,Gabe Vincent,6353,Gabe Vincent,3137259,Gabe Vincent,2157919,Gabe Vincent,15324,Gabe Vincent,'05g3q,Gabe Vincent,1629216
2452,Malaki Branham,6710,Malaki Branham,4565201,Malaki Branham,26778992,Malaki Branham,38740,Malaki Branham,'0621j,Malaki Branham,1631103
2261,Chris Duarte,6555,Chris Duarte,4592402,Chris Duarte,3148385,Chris Duarte,31042,Chris Duarte,'05uin,Chris Duarte,
2074,Terance Mann,6236,Terance Mann,3907823,Terance Mann,2202577,Terance Mann,17224,Terance Mann,'051ps,Terance Mann,1629611
1187,Kevin Love,4391,Kevin Love,3449,Kevin Love,1622545,Kevin Love,9161,Kevin Love,'005kd,Kevin Love,201567
1237,Patrick Beverley,4647,Patrick Beverley,3964,Patrick Beverley,1685200,Patrick Beverley,9239,Patrick Beverley,'01ens,Patrick Beverley,
1801,Alex Caruso,5754,Alex Caruso,2991350,Alex Caruso,2269489,Alex Caruso,13860,Alex Caruso,'0496e,Alex Caruso,1627936
1603,Richaun Holmes,5497,Richaun Holmes,2993370,Richaun Holmes,2018537,Richaun Holmes,9422,Richaun Holmes,'03r7r,Richaun Holmes,1626158
1644,Josh Richardson,5500,Josh Richardson,2581190,Josh Richardson,1905084,Josh Richardson,9317,Josh Richardson,'03r7u,Josh Richardson,
2277,Kessler Edwards,6586,Kessler Edwards,4397693,Kessler Edwards,3042093,Kessler Edwards,31073,Kessler Edwards,'05uji,Kessler Edwards,1630556
2415,Kenneth Lofton,6758,Kenneth Lofton Jr.,4585610,Kenneth Lofton Jr.,,,39848,Kenneth Lofton Jr.,'06235,Kenneth Lofton,
2282,Josh Christopher,6566,Josh Christopher,4432168,Josh Christopher,3178117,Josh Christopher,,,'05uiy,Josh Christopher,1630528
1651,Cameron Payne,5474,Cameron Payne,3064230,Cameron Payne,2104573,Cameron Payne,9394,Cameron Payne,'03r7e,Cameron Payne,1626166
1006,Derrick Rose,4387,Derrick Rose,3456,Derrick Rose,1622510,Derrick Rose,9142,Derrick Rose,'005ka,Derrick Rose,
2570,Dariq Whitehead,10111,Dariq Whitehead,4432735,Dariq Whitehead,28952597,Dariq Whitehead,111218,Dariq Whitehead,'06ccc,Dariq Whitehead,1641727
2155,Josh Green,6410,Josh Green,4432811,Josh Green,3148154,Josh Green,27652,Josh Green,'05qti,Josh Green,1630182
2575,Kobe Bufkin,10105,Kobe Bufkin,4683736,Kobe Bufkin,26778419,Kobe Bufkin,111211,Kobe Bufkin,'06ca4,Kobe Bufkin,1641723
2053,Jaxson Hayes,6170,Jaxson Hayes,4397077,Jaxson Hayes,3041402,Jaxson Hayes,17194,Jaxson Hayes,'051oo,Jaxson Hayes,1629637
2183,Aleksej Pokuševski,6409,Aleksej Pokusevski,4683018,Aleksej Pokusevski,3158639,Aleksej Pokusevski,27463,Aleksej Pokusevski,'05qud,Aleksej Pokusevski,
2569,Nick Smith Jr.,10120,Nick Smith Jr.,4683686,Nick Smith Jr.,28953131,Nick Smith Jr.,111223,Nick Smith Jr.,'06ccb,Nick Smith,1641733
2163,Xavier Tillman,6427,Xavier Tillman,4277964,Xavier Tillman,2892694,Xavier Tillman,,,'05qtf,Xavier Tillman,1630214
2587,Kris Murray,10119,Kris Murray,4594326,Kris Murray,3178187,Kris Murray,111219,Kris Murray,'06ca5,Kris Murray,1631200
2049,Cam Reddish,6172,Cam Reddish,4395627,Cam Reddish,3042251,Cam Reddish,17196,Cam Reddish,'051oq,Cam Reddish,
2437,Johnny Davis,6700,Johnny Davis,4432356,Johnny Davis,3178490,Johnny Davis,38939,Johnny Davis,'06219,Johnny Davis,
1241,Dwight Howard,,,2384,Dwight Howard,,,,,,,
1041,Seth Curry,5245,Seth Curry,2326307,Seth Curry,2089523,Seth Curry,9467,Seth Curry,'038ia,Seth Curry,203552
2017,Matisse Thybulle,6208,Matisse Thybulle,3907498,Matisse Thybulle,2203545,Matisse Thybulle,17275,Matisse Thybulle,'051p0,Matisse Thybulle,1629680
1771,Chris Boucher,5894,Chris Boucher,3948153,Chris Boucher,2209048,Chris Boucher,13766,Chris Boucher,'04fj8,Chris Boucher,1628449
1841,Royce O'Neale,5905,Royce O'Neale,2583632,Royce O'Neale,1904267,Royce O'Neale,13792,Royce O'Neale,'04jwd,Royce ONeale,1626220
1305,Patty Mills,4660,Patty Mills,4004,Patty Mills,1685263,Patty Mills,9474,Patty Mills,'01eog,Patty Mills,201988
2606,Mouhamed Gueye,10069,Mouhamed Gueye,4712863,Mouhamed Gueye,26776586,Mouhamed Gueye,111235,Mouhamed Gueye,'06ccz,Mouhamed Gueye,1631243
2643,Miles Norris,10148,Miles Norris,,,,,,,'06cp3,Miles Norris,1641936
1856,Dennis Smith,5822,Dennis Smith Jr.,4065697,Dennis Smith Jr.,2842759,Dennis Smith Jr.,13736,Dennis Smith Jr.,'049s5,Dennis Smith,
1953,Lonnie Walker IV,6029,Lonnie Walker IV,4277890,Lonnie Walker IV,2938054,Lonnie Walker IV,15215,Lonnie Walker IV,'04qrv,Lonnie Walker,1629022
2363,David Duke Jr.,6624,David Duke Jr.,4397107,David Duke Jr.,3042151,David Duke Jr.,,,'05wvu,David Duke,1630561
2275,Day'Ron Sharpe,6571,Day'Ron Sharpe,4432194,Day'Ron Sharpe,3177612,Day'Ron Sharpe,31058,Day'Ron Sharpe,'05uj3,DayRon Sharpe,1630549
2600,Jalen Wilson,10077,Jalen Wilson,4431714,Jalen Wilson,3141587,Jalen Wilson,111247,Jalen Wilson,'06cdc,Jalen Wilson,1630592
2097,Darius Bazley,6211,Darius Bazley,4423545,Darius Bazley,3118842,Darius Bazley,17240,Darius Bazley,'051p3,Darius Bazley,
2276,RaiQuan Gray,6601,RaiQuan Gray,4277850,RaiQuan Gray,,,,,'05ujx,RaiQuan Gray,
2069,Oshae Brissett,6290,Oshae Brissett,4278031,Oshae Brissett,3127405,Oshae Brissett,17211,Oshae Brissett,'059ca,Oshae Brissett,
2472,JD Davison,6743,JD Davison,4576085,JD Davison,,,38917,JD Davison,'0622g,JD Davison,1631120
2290,Dalano Banton,6588,Dalano Banton,4397885,Dalano Banton,3042158,Dalano Banton,31075,Dalano Banton,'05ujk,Dalano Banton,1630625
2273,James Bouknight,6553,James Bouknight,4431712,James Bouknight,3142032,James Bouknight,31040,James Bouknight,'05uil,James Bouknight,
2030,Cody Martin,6224,Cody Martin,3138161,Cody Martin,2152692,Cody Martin,17334,Cody Martin,'051pg,Cody Martin,1628998
2271,Kai Jones,6561,Kai Jones,4431699,Kai Jones,3142415,Kai Jones,31048,Kai Jones,'05uit,Kai Jones,1630539
2272,JT Thor,6579,JT Thor,4702233,JT Thor,3178218,JT Thor,31066,JT Thor,'05ujb,JT Thor,1630550
2141,Nick Richards,6434,Nick Richards,4278076,Nick Richards,2892547,Nick Richards,27661,Nick Richards,'05qtd,Nick Richards,1630208
2464,Bryce McGowens,6730,Bryce McGowens,4576086,Bryce McGowens,,,38956,Bryce McGowens,'06223,Bryce McGowens,1631121
2598,James Nnaji,10072,James Nnaji,5144059,James Nnaji,,,,,'06cbj,James Nnaji,
2433,Dalen Terry,6708,Dalen Terry,4433159,Dalen Terry,3178572,Dalen Terry,38947,Dalen Terry,'0621h,Dalen Terry,1631207
2592,Julian Phillips,10083,Julian Phillips,5105553,Julian Phillips,28956005,Julian Phillips,111231,Julian Phillips,'06cdf,Julian Phillips,1641763
1874,Torrey Craig,5893,Torrey Craig,2528693,Torrey Craig,2861655,Torrey Craig,13790,Torrey Craig,'04jw5,Torrey Craig,1628470
1925,Jevon Carter,6043,Jevon Carter,3133635,Jevon Carter,2153082,Jevon Carter,15293,Jevon Carter,'04qs9,Jevon Carter,1628975
2593,Emoni Bates,10066,Emoni Bates,4433620,Emoni Bates,26777846,Emoni Bates,111245,Emoni Bates,'06cd3,Emoni Bates,1641734
1191,Ricky Rubio,4610,Ricky Rubio,4011,Ricky Rubio,1685267,Ricky Rubio,9338,Ricky Rubio,'01enw,Ricky Rubio,
2640,Craig Porter Jr.,10145,Craig Porter Jr.,4701233,Craig Porter Jr.,3177421,Craig Porter Jr.,111258,Craig Porter Jr.,'06cp4,Craig Porter,1641854
2460,Isaiah Mobley,6739,Isaiah Mobley,4432815,Isaiah Mobley,,,38951,Isaiah Mobley,'0622c,Isaiah Mobley,
1555,Danté Exum,5316,Dante Exum,3102528,Dante Exum,2135530,Dante Exum,9509,Dante Exum,'03acx,Dante Exum,203957
1852,Maxi Kleber,5892,Maxi Kleber,2960236,Maxi Kleber,2859405,Maxi Kleber,13817,Maxi Kleber,'04jw4,Maxi Kleber,1628467
2585,Olivier-Maxence Prosper,10116,Olivier-Maxence Prosper,4595400,Olivier-Maxence Prosper,3178481,Olivier-Maxence Prosper,111220,Olivier-Maxence Prosper,'06cc9,Olivier-Maxence Prosper,1641765
1547,Dwight Powell,5356,Dwight Powell,2531367,Dwight Powell,2135559,Dwight Powell,9177,Dwight Powell,'03e79,Dwight Powell,203939
1427,Reggie Jackson,4906,Reggie Jackson,6443,Reggie Jackson,1646017,Reggie Jackson,9213,Reggie Jackson,'027p9,Reggie Jackson,
2618,Hunter Tyson,10067,Hunter Tyson,4395620,Hunter Tyson,3042012,Hunter Tyson,111233,Hunter Tyson,'06ccx,Hunter Tyson,1641816
2589,Julian Strawther,10112,Julian Strawther,4432181,Julian Strawther,3177664,Julian Strawther,111225,Julian Strawther,'06ca3,Julian Strawther,1631124
2454,Peyton Watson,6720,Peyton Watson,4576087,Peyton Watson,26779136,Peyton Watson,38944,Peyton Watson,'0621t,Peyton Watson,1631212
2422,Collin Gillespie,6751,Collin Gillespie,4278585,Collin Gillespie,2893420,Collin Gillespie,39847,Collin Gillespie,'0623e,Collin Gillespie,1631221
2567,Marcus Sasser,10114,Marcus Sasser,4432107,Marcus Sasser,3142030,Marcus Sasser,111221,Marcus Sasser,'06ccg,Marcus Sasser,1631204
1354,Alec Burks,4893,Alec Burks,6429,Alec Burks,1714919,Alec Burks,9507,Alec Burks,'027ov,Alec Burks,202692
1674,Dario Šarić,5323,Dario Saric,3032978,Dario Saric,2135562,Dario Saric,10115,Dario Saric,'03acy,Dario Saric,203967
2262,Moses Moody,6556,Moses Moody,4432171,Moses Moody,3177810,Moses Moody,31043,Moses Moody,'05uio,Moses Moody,1630541
2597,Trayce Jackson-Davis,10080,Trayce Jackson-Davis,4431684,Trayce Jackson-Davis,3141642,Trayce Jackson-Davis,111253,Trayce Jackson-Davis,'06ccv,Trayce Jackson-Davis,1631218
1726,Gary Payton II,5739,Gary Payton II,3134903,Gary Payton II,2266964,Gary Payton II,11882,Gary Payton II,'043cj,Gary Payton II,1627780
2317,Jock Landale,6614,Jock Landale,3146557,Jock Landale,2152845,Jock Landale,33899,Jock Landale,'05uuq,Jock Landale,1629111
2144,Aaron Nesmith,6406,Aaron Nesmith,4396909,Aaron Nesmith,3041270,Aaron Nesmith,27883,Aaron Nesmith,'05qt4,Aaron Nesmith,1630174
1602,T.J. McConnell,5582,T.J. McConnell,2530530,T.J. McConnell,2198705,T.J. McConnell,9423,T.J. McConnell,'03wr4,T.J. McConnell,204456
2153,Jordan Nwora,6437,Jordan Nwora,4277883,Jordan Nwora,2892600,Jordan Nwora,27689,Jordan Nwora,'05qt6,Jordan Nwora,
2562,Ben Sheppard,10113,Ben Sheppard,4433076,Ben Sheppard,3141908,Ben Sheppard,111222,Ben Sheppard,'06caa,Ben Sheppard,1641767
2579,Kobe Brown,10117,Kobe Brown,4431752,Kobe Brown,3141953,Kobe Brown,111226,Kobe Brown,'06ca2,Kobe Brown,1641738
1416,Marcus Morris,4895,Marcus Morris Sr.,,,1646569,Marcus Morris,9207,Marcus Morris Sr.,'027oy,Marcus Morris,
2190,KJ Martin,6444,Kenyon Martin Jr.,4431828,KJ Martin,3158717,Kenyon Martin Jr.,27624,Kenyon Martin Jr.,'05qym,Kenyon Martin,
2610,Jordan Miller,10084,Jordan Miller,4396818,Jordan Miller,3041753,Jordan Miller,111244,Jordan Miller,'06ccw,Jordan Miller,1641757
1232,Robert Covington,5253,Robert Covington,2490620,Robert Covington,2071252,Robert Covington,9420,Robert Covington,'038xi,Robert Covington,
2642,Colin Castleton,10147,Colin Castleton,4397204,Colin Castleton,,,120102,Colin Castleton,'06cp2,Colin Castleton,1630658
2468,Max Christie,6725,Max Christie,4432582,Max Christie,26776121,Max Christie,38582,Max Christie,'0621y,Max Christie,1631108
2605,Maxwell Lewis,10079,Maxwell Lewis,4684286,Maxwell Lewis,26777198,Maxwell Lewis,111236,Maxwell Lewis,'06cdg,Maxwell Lewis,1641721
1704,Taurean Prince,5643,Taurean Prince,2990962,Taurean Prince,2245318,Taurean Prince,10155,Taurean Prince,'042n8,Taurean Prince,1627752
2641,D'Moi Hodge,10146,D'Moi Hodge,,,,,,,'06cp1,DMoi Hodge,
2603,GG Jackson,10070,Gregory Jackson II,5105550,GG Jackson,28952672,Gregory Jackson,,,'06cdh,GG Jackson,1641713
2443,David Roddy,6713,David Roddy,4593041,David Roddy,3148116,David Roddy,38945,David Roddy,'0621m,David Roddy,1631223
2280,Ziaire Williams,6552,Ziaire Williams,4433137,Ziaire Williams,3177616,Ziaire Williams,31039,Ziaire Williams,'05uik,Ziaire Williams,1630533
